Text,User ID,User Name,Nick Name New,IP Address
这个会同性称为🐢女吗,1719898474,绝斯汀,咚咚当🐼,广东
照片这女的一点妆没画，而且还是原生镜头，打扮一下不丑的,127301899,我没单手剑,我没单手剑,河北
女生也冲女生得嘛？？ 好可怕 自己人冲自己人,127850030,huding119,鲨鱼辣椒0426,湖南
放铜牛里烤火,1081683932,啊沙发1犬夜叉,柏拉图之师,广东
一群寄生虫罢了,3537447756,我看扌廷彳亍,秦始皇在天之灵,福建
开除女籍了,2056088386,熬夜看新番,小杜º,江苏
永远叫不醒一个装睡的人，就让她们睡下去吧，也不是件坏事,1346614954,两百斤的少年,两百斤的少年,广东
直接拉去菜市场砍头,619051478,吴世人2,吴世人2,广西
是我的失责,4160676626,梦人芙蓉浦,三河市精神病院院长,河北
说实话，小仙女就是一锅狗屎，搅进去能坏了一群人。我们上心理课时候讨论对爱情的价值观。班上的女生其实都挺正常的。在婚姻中想的都是大家一起付出平等，没有像老仙女那么极端,6559046179,hongzong686,红中张火旺,宁夏
自己胖的像波刚，然后说唐朝以肥为美，想着找帅哥男朋友，自己带专都考不上，然后说女大专等于男985，自己懒到啥活不干，天天说自己被**制压迫，自己下面两片烂肉都发黑还嘲讽男人小，刷视频是觉醒，看小说是觉醒，看电影还是觉醒，网络上共情能力比谁都强现实中自私自利唯利是图，xxn和正常女人的区别就是后者只有一个b而前者全身都是以至于她们无时无刻不在膏巢,3616793624,,贴吧用户_51KRKSE,河北
一群只会吸血的寄生虫破大防了,980387089,星是不夜城,星是不夜城,广东
主要问题是很多原先吃糠的指望着靠婚姻吃肉,3531938579,连过5人儿,连过5人儿,四川
“天生就有爱人的能力”,3895216657,,你说的全对😅😅,辽宁
这批母的防御力有点低啊,4998144620,行侠仗义数十载,热心吧友A,河北
保护友军,2737505347,伟大的wowo,伟大的窝窝🎀,黑龙江
肥珠就是害怕有智商有教养三观正的女生，这会把它们衬托的更加丑陋,4787323561,中指戴鲁南老母,河北第一帅哥,福建
让她们窝里斗，我们看着乐,407529884,你好malo,你好malo,广西
3,4031133101,wxhkmtcwgz02,一天吃五顿吃吃吃,广东
被冲就被冲呗，关你p事，以前给男性发声没流量的时候没见这些，现在跑过来恰流量了你还真以为她要给你发声啊？,1442739764,Wqnmldbmlgbd,Wqnmldbmlgbd,贵州
3,1466222808,,苏渐晚,浙江
评论区什么钢铁洪流,5032000696,李自由140,现代孔圣,四川
还有叫渡边的日本狗在评论别人长相,2424756631,偶是大泡泡,洛神锋◆,四川
现在我们国家的社会文明进程高和体力劳动力减弱相比于古代好不知道多少，只要不是很偏僻很落后的地方，女性的地位已经很高了，不用一生下来就是商品和生育机器，跟一个正常人没啥两样，都有受教育的权利和自由选择的权利，但现在依我看还不如直接成商品和生育机器呢，身在福中不知福，天天想着特权，打拳，建议快进到大屠杀版本和老祖宗版本,6436273449,666wuwuwu4,666wuwuwu4,广东
哪里一般了，我觉得就很好看，xxn不是为了混淆视听就颠倒黑白吗，我们为什么不可以，这美女人美心善啊，哪里一般了，灵魂加外表都是一绝啊,687208583,龙气凌天,埕筱º,山西
3,2651302523,,桉苍焰,湖南
人家可是要破坏女性的共同利益，能不急吗,1507009152,小小砍渣,jiugonº,广东
我奶奶16岁就和我爷爷结婚了，生了六个，我妈是大姐，一个大家族，最小的我舅舅都当上所长了，我妈跟我爸结婚的时候，我爸连一辆摩托车都买不起，晚上我妈生的时候，我爸都是骑自行车来的医院，现在我爸买了一辆奔驰车，搞不懂为什么生孩子和共同努力在某些人眼里就是那么难以接受,4851719720,处女座gulei,风中为你写信,辽宁
怎么说呢，这个世界就是一个巨大的菜鸟驿站，里面充满了大件货、小件货，还有没有码的，撕了码的,5222173451,AAA专业和稀泥,和稀泥の,四川
3,4690170085,鹿目方睁,吃没没吃吃我一拳,浙江
性别女。。。。我的体感是不装成女quan感觉自己在这个时代格格不入遇到的十个女的八个是女quan。她们话术是和我说男人没一个好东西，追男人时就轰轰烈烈最疯狂，被人家厌恶+拉黑（不会有人喜欢被一群疯狗追着吧）就开始侮辱人家嗐，想想就让人恶心。。,3529014363,marose9929,当二律背反🌟,上海
说的没问题啊，真仙女舍身炸分坑了。再说了，对男性要求高不是不可以，xxn也得看看自己有没有这条件啊,3928391118,怀玄0_,怀玄01,北京
那个正常姑娘 天天抱着个手机高强度刷微博对线,1318839066,巨蟹luilei2228,你地寒王😈,河北
这“男”凝搞得怎么就先评价外表了,1079599857,长尾巴的兔毛,长尾巴的兔毛,中国台湾
我只能说吧 其实这压根不是男女对立 而是智力上的差距导致的认知不同 谁敢说咱孙吧没有nt 没有低俗恶臭的人 那些看到别人照片就开始臆想的人 是不是 有认知有思想有道德的人不分男女 沙壁也是,4690361941,Hanchoki,贴吧用户_a1K7ZWV,山东
他这话说的也没偏袒谁啊，怎么就gc了，这些xxn都是臭虫吗整天戾气那么大,4051124027,Switchlnk,白也诗无敌▫º,广东
"货拉拉那事网上女的大都同情跳车女谴责司机，而我身边无论男女大都更同情司机。
后来我想大概有两个原因。
1是网络上性别矛盾愈演愈烈，导致很多人只看性别不看具体事情。
2是男女网友的构成有很大不同（热衷于在网络平台表达意见的网民，生活条件特别好的和个人能力非常强的人无论男女都很少在网络平台下发表评论，除非是那种商业营销性质的；最底层那种也较少发声，上网看个段子看个电影，乐一下就完了。）
由于生长环境和刻板印象的关系，女性网友比男性网友要少很多。
这就导致男性网友中，占比最高的人群是劳动人民。这部分人在生活中也是最多的。
而女性网友中小资人群的占比就高了很多。
这两类人的观念自然有很大不同。",101571618,某只A,某只A,吉林
微博吗？那就不奇怪了本来就是小仙女的聚集地没一个正常的,5569248855,知非503,知非503,河南
在吗,4263585442,,蜀黍属鼠数数束,江苏
娶妻娶贤，外形么看得过去就行,4780102845,AntiVirus2020,AntiVirus2020,云南
8u是看不懂别人说话的，都是说男的看不上她谁说她丑了。孙吧都要靠偷换概念了吗,6623596323,,贴吧用户_JGUE5K5804,北京
真给我们女生丢脸,969664095,人见人爱乖乖猪,人见人爱乖乖猪,广东
不好意思男的结婚还真不是太注重外表只要能带出去就行，当然这是普通男性标准,2995008236,17625933837q,水平线😨,江苏
这个女生三观挺正啊,4878810441,,秋湫萩,陕西
1,691079102,liujh8280606,liujh8280606,辽宁
2,691079102,liujh8280606,liujh8280606,辽宁
3,691079102,liujh8280606,liujh8280606,辽宁
我是一名小胡子玩家，但我的打法却和秽土斑差不多，开局两个技能摸奖，打到了就起跳拉扯，对面替身打到就替身水枪追杀，每次我打出蹭豆甚至蹭双豆大招时我都会感叹小胡子是最杨戬的，最要操作的忍者。,6509142602,FHJCheaven,/EZ,安徽
本来就是啊，一个个慕强的那么猛 就喜欢男的多金深情，做到平权的第一步是每个性别都应该承担相同的义务吧,2176942086,任你骷,Apricity☀️,浙江
这妹子化妆，颜值百分百能打败这群评论的Xxn，评论的基本上属于又丑有老，没人要的这种东西，上来就各种要求，被拒绝之后，各种破防，只能在网上喷比它们正常的人，找找存在感了,3508955843,微风如歌01,微风如歌01,广东
也算是是众婊皆醉她独醒了,4563233688,,贴吧用户_aRC883E,河南
由此可见，xxn的拳打的都是人，额自己当然不会打它们自己，毕竟不是—,3416488403,wxc4218,ssss....,江苏
🤣,3730491537,知情識趣i,故來相決絕,福建
3,6573886127,,贴吧用户_J5D17VZ,湖南
我现实里面认识的一个小仙女220斤,2677720563,mmmshr,mmmshr,江苏
对女性的要求，我可去你🐎的，从小学校教育让女的帮女的，社会教育女士优先，有好处了就优先，有事就男的来做，我要求吗呢？,3538296722,flyingsnakes,二刺螈刀醬,浙江
难怪封建压迫几千年，情有可原,1748924915,Q972901847,睡觉睡觉🌙,江苏
微博啊，那正常了,421351156,insinng,嗯哼哈哈嗯嗯嗯,广西
微博？那不就是厕所吗？卸载好多年了，一群打拳脑残,74346103,邪恶小仔,一射💘喂红颜💖,湖北
xxn攻击她的长相，但是不看自己的长相。自己长得和铸币一样，还唧唧歪歪叫上了,3118168298,王梦恩86,被禁言的吧友,江苏
所以我看到在哭诉被男人骗财骗色的那帮弱智女一点提不起同情心,5493272611,低调新司机,低调斯基,江苏
欠拴了,2502070700,5587701m,波谲云诡险象环生,
使人脖起,6634641149,konwskeasy,konwskeasy,
现实遇到这种大脑有损伤的xxn，上去就是一拳,1310610443,nomotherwangpa,nomotherwangpa,
3,5647261293,懵懂青年222,雪人⛄️⛄️⛄️⛄️,
劣批驱逐良批 哎…,1710354558,Jeremy544,Jeremy544,
在,5671737939,,贴吧用户_G4SCMWb,
不是吧？人家长的不丑啊？还什么在男的眼中达标不达标？,1229107101,萌宠吖吖,一个一个一个啊啊,
音道不正三观也不正,4149787091,,时代鲁迅,
别的不说，就这个女生的三观已经比那些小仙女好一万倍了,2121392999,hl嫣然,hhfvb,
该冲，狠狠冲，谁tm要跟她共同进步，她也配?本事没有想拿个共同进步的幌子来分蛋糕是吧,1691266681,那年得小情歌,无底黑洞cmg,
几个菜啊就喝成这样？,6571282948,痞子陈在天777,痞子陈在天777,
现在女的都是网络公主，没到那种逼格偏要装逼格,2062518895,可能是你吧你说,可能是你吧你说,
3,1244361545,z783821807,我有星病,
3,1244361545,z783821807,我有星病,
3,1244361545,z783821807,我有星病,
在3,1244361545,z783821807,我有星病,
3,1244361545,z783821807,我有星病,
难得遇到一个清醒点的女性，不过评论区真是充分展现了女人对女人的恶毒,3545344022,推理之影,推理之影,
"事实胜于雄辩，但雌辨胜于事实，脂肪压迫了声道，大脑连接了欢乐豆，一动脑就爽死了，银地链接大脑，高朝代替思考,摘蘑菇没洗手我看是扣出幻觉了，读的书叠起来没有音醇厚，下回发言之前把紫色心情调最大档插脑子里震震，也算是说话前动了脑了",5227239033,坚持自律ing,有趣的灵魂~,
我不明白现在有些xxn是怎么了？说句不好听的，自己有过多少破事，还要求男方条件要有多好多好。互相扶持，一起努力，还tm的成吃糠的了。笑死。真的很神金。一起努力也没概括说女性就得包揽全部家务啊。都是普通人，真还想过少奶奶生活啊？癫婆,2852997019,沉沉沉夜黎,沉沉沉夜黎,
性别一转是要被骂🐢男的,4138514354,橘子uuyy,橘子🍊uuy,
上桌吃饭导致的，建议拿链子拴起来打一顿就好了,5136220039,,z鸽子z,
眉男♀,6415513085,再续前元吧,阿姨人老心不老,
评论区这冢我直接刺死剑气,3760121714,DL_xiaojiejie,DL_xiaojiejie,
有些xxn真的不撒泡尿照照自己，优质男性凭什么看上你，不想跟男生吃苦，只想坐享其成，先问问自己凭什么。,183252531,as01083,as01083,
说两句真话还不愿意了？,3788156566,,☞泡泡龙,
3,6045947476,昨天导七次,贴吧用户_GXGNVWX,
人家敢素颜,3893059700,裁雨留虹10,我不是8u啊,
3,6533375076,P0qqqqqqq,享受赛博人生电流质感,山东
3,6533375076,P0qqqqqqq,享受赛博人生电流质感,山东
还是有正常女孩子的，挺好的,125191610,永远的核心托蒂,永远的核心托蒂,河南
是的是的，集美们再等等，你们值得更好的,2034525976,T尘封的回忆T,解牛庖丁真,广西
****，真是小13运紫色心情漏洞吧碧水冲进易，啥都能喷啊,1255337890,给爷跪下唱争服,给爷跪下唱争服,河南
不知道，反正我现在走极端派了，图里这娘们也不是啥号东西,6313575338,,悦克用户_Ltc,河南
3,5398694467,洛小依吖,洛小依吖,湖北
宁缺毋滥就行了，何必跟它们计较,4464861656,鸿运吉祥SS,12WSNLD,四川
这妹子长得很一般，可能就是没人舔导致三观比较正常吧,278528111,真空海洋,真空海洋,广东
断人财路犹如杀人父母,1352614388,rainstormcake,Rains-💕,山东
3,5506816965,无规矩不方源,@毛民9527,山东
3,5506816965,无规矩不方源,@毛民9527,山东
3,5506816965,无规矩不方源,@毛民9527,山东
4,5506816965,无规矩不方源,@毛民9527,山东
当其他xxn开始攻击她的长相的时候，她们就已经输了,920112188,最为心神,最为心神,湖南
3,4625473895,,有気无力,浙江
小仙女的比是用来赚钱的不是用来下崽的，搞清楚点,4343105593,15305165157a,15305165157a,江苏
女权就是贪婪，恶毒，反智的代名词,1057052605,假面骑士土豪,仰山楊会连,江苏
社会问题，,1303027435,刷机了你妹,养个羊,广东
为什么为男性发声在她们看来就是男女对立爱男媚男呢？为女性发声的也不在少数评论区从没这样啊,35248183,zgqxiaoer,哈奇瓦乐乐乐,河南
我们女孩天生就有爱人的能力,6467994248,天枰谢宝林,宇大将军（忠义）,浙江
333333333333333333333,4752800989,,贴吧用户_aPXbCJD,陕西
xxn是这样的 ，还没结婚就开始觉得自己是虚空保姆了~会任劳任怨照顾男方家庭的虚空孩子和30年后的老年父母了，实际情况是她会干个屁~,1601169042,额色人太多,小小运营😡,浙江
给姐姐点赞，本来这个社会就需要说真话的人,2726995351,我也是很强唉,萌新,安徽
说实话现在这个社会对男生的压力不大吗？买房买车彩礼养老四个大山，现在的物价有多贵懂得都懂，光是前面三个都得一百万起步了，一个普通大学刚毕业的男生得奋斗多久才能赚到100万啊，平常还有日常开销，能剩下的钱就那么一些，我真的不懂女生除了养活自己有什么压力，这些人到底在自我gc什么,3118119034,Miss鈦皔ou,时倾✨🎈,福建
这年头，也就女的逛微博了，茅坑一样的地方,220375627,能解惑否,能解惑否,广东
说实话，光靠签到升级太慢了，所以我就 复制了这段话遇评论就回，一次最少也得15 经验值，而且还能保证我的帖子不沉。,5815682595,,夜空下的雪花,湖北
呃呃笑嘻了，前几天还在孙吧看见这个，下面全是嘲这个女生长得丑的，反转太快了吧,2075003586,,烟雨遥离,四川
女的都该私,921714921,ahuangnan123,Gsun◎,广东
女人大多还是精致的利己主义者，不过精致不精致就不知道咯,2882904275,Lc5987440,海街日记◎◎,湖南
防跟膜一样容易破,4554460629,昵称不能随机吗,孺子可教*,山东
我们xxn生来就会爱别人,5995448954,橘子4i橙子,橘子4i橙子,湖北
三观不正开始攻击五官,5585377542,KATOBAa,KATOBA,广东
不应该是两个人共同变得更优秀吗,820665900,_十宗罪彡,我来自M78星云,江苏
girls help girls,6318524875,逃跑的秋刀渔,逃跑的秋刀渔,湖北
不明白骂她的xxn到底在急什么，是她在结婚又不是逼xxn们结婚，观念不合不同就划走不看呗，都说走自己的让别人说去而xxn连这点觉悟都没有，一定要喷点诸如mu🐷之类的脏话，什么仇什么怨啊。,2806054781,1644792363qsc,贴吧用户_7bXQCND,福建
去头可食,410265131,红果果超人,红果果超人,黑龙江
婚前要求男方有车有房 还得每月工资上交对她好。 没问题那我们娶老婆是为了干嘛？传宗接代 而不是为了找个祖宗供着。一不传宗二不干活三不伺候长辈 我凭啥花钱娶？一个个都说要做新时代独立女性一问会干嘛？会生孩子！,2744691305,jjjsssk30,乄欲乄求,山东
我很奇怪为什么正常的女性越来越少了？别说人家长得还行，就算是世界第一丑有这种思维我也好过娶那些空有一副臭皮囊一天只知道吸血自己无能还沾沾自喜靠着两片蓝劈瞧不起这个瞧不起那个认为应该被全天下男人服务的蓝货,1786249317,向白城猪,向白城猪,山东
这帮极端**为什么会变成这样啊，三观还是正常人吗,2578533446,超脱轮回的人,没给就是没给,河南
333333,6605372422,我爱周yu,我爱周yu,四川
额。。。？,6518718491,濯嬜的海角,濯嬜的海角,四川
我要看10场王源演唱会缓一缓,4751104736,孙笑川指挥的,孙笑川指挥的,吉林
女权就是辣鸡,905418237,lgq闯天涯,lgq闯天涯,广西
√石帖⑧，老⛰️评论,4054261997,Agonisgt,Agonisgt,福建
这种时候顺着她们拱火就行了 让她们以为自己配得上迪拜样子不好吗,1294599790,文森特fs,文森特fs,云南
又扔石头进猪圈了，🐷当然得叫了,1276392024,boss鱼王,boss鱼王,辽宁
3,5900636540,小呆熊睡着了,小呆熊睡着了,陕西
上桌吃饭导致的,5509114729,,龙皇·,湖北
真该死,5904707207,,贴吧用户_GZCG1XR,安徽
唯小人与女子难养,4813849133,,贴吧用户_aZ9NS2P,安徽
3,4636185418,,八坼孙小川,湖北
3,4636185418,,八坼孙小川,湖北
"精神是独立的
物质是依赖的
肉体是公用的
灵魂是真爱的",5411557104,Lsn十年,CKman,江西
果然仙仙破防攻击同类是最狠的,150513476,俺家是殺豬的,俺家是殺豬的,广东
"灵魂是自由的
人格是独立的
经济是依附的
肉体是公用的
三观是没有的
觉醒是必须的
定义是不被的
孩子不是对象的
私信是要关的
不好的评论是会删的",6553547849,山鬼不识州,热情总迷路,广东
实际上现在没啥人想生小孩，都是父母那一辈的要求罢了，没了父母的压力根本没必要生小孩，没了生小孩你女人少了一半的家庭职能，如果大家一起养家还好说，你要男的又赚钱又照顾家庭，那你基本上不就是把自己带入主妇的位置了，而现在的环境又不需要主妇，你也不愿意做主妇，那你凭什么要求男人负责更多,1985582607,血染半生巨斧伴,大卫会保护露西的,广东
美图滤镜修图软件收费，仙女会大量减少,1034376037,泫雅time,泫雅time,北京
看菜下B罢了,6067719405,fallforzyx,我叫刘贱龙,江苏
看菜下👃罢了，要是有缘认了主人保证完满达成壬申任务，婚内孕什么的都只是小菜一碟，管她网上多嗨主人一掉下去就老实了,6067719405,fallforzyx,我叫刘贱龙,江苏
责任最少要求最高，这儿当代睦畜基本盘,6548215149,天悦壹236789g,天悦壹,山东
黄钟毁弃，瓦釜雷鸣。,812043148,一神臨一,♬柒玄光♬,山西
3,2996213655,dcc040405,dcc040405,辽宁
微博，众所周知就是女厕所,6577572450,house赵大宝1,house赵大宝1,北京
xxn还没开始就攻击长相了什么成分我不说,6507965943,,贴吧用户_JQyZ1Ze,湖南
xxn就像绕着史飞的苍蝇，别人过来要把史清理掉，还以为别人要抢她们吃的，直接红温,17596392905175,袁溢楠,handsomes,浙江
就是说难道互相扶持不就是爱情的本意嘛，难道都要一方去吃一方的利益，婚姻本就不是利益，现在的爱情早就被玷污了，这个女的说的你能挑出那句话的不对，何况她的长相比只会才角落偷偷敲键盘的好多了，比那些化妆ps那么离谱的的不知道好多少。老一辈的爱情都是互相扶持相守一生，0.5+0.5，只能说女权同志收收自己的13，别到处喷粪现在看长相要微信，看收入奔着傍大款，xxn们自己啥也不是别太把自己当回事。就想着不劳而获了，你问问你母亲是不是也是不劳而获出来的，不劳而获还能遗传？,4483908352,,ksbdj,北京
正常人遇到恶魔波刚是这样的,2022002678,借口212,狂暴羊,辽宁
三观好还是更重要的，你就算长的一般相处起来好就行了，本来就是过日子的人早晚都会变老。,3878424613,金牛随便玩玩66,峡谷先锋😈😈,山东
"
”人类的悲欢并不相通，我只觉得他们吵闹。”",3467118866,Sup神乐,铃铛丶叮,吉林
xxn的跌当时怎么就没给她们蛇墙上,4493222483,,我靠神经抢我昵称,广东
小仙女是这样的,5293986607,你的名字欧耶,你的名字欧耶,广东
我们女生天生有爱人的能力,4843677181,剁椒傻鱼,9527//,安徽
急眼了,3610802423,silvermoon666,水鲸颜,山东
只能说太单纯了，那些功成名就之后抛弃糟糠之妻的大有人在，你和他共同进步，他只会再有钱之后对你嫌弃过来嫌弃过去，去找一个更年轻的，永远不要幻想那些不切实际的，只有将实在的抓在手里才是最重要的。恋爱可以理想，但是婚姻不行。,6550591905,彤彤彤彤彤彤红,彤彤彤彤彤彤红,重庆
